gene_symbol
11S2
14KD_0
14KD_3
14KD_5
163K15.14
163K15.4
1MMP
1-SST
206C17.1
206C17.8
4CLL9_0
7SBG2
9C20.2
9C20.5
9C20.6b
A1
A10A5_0
A1_1
a4
AAA1_0
AAA1_1
AAE1_2
AAE3_1
AAE5_1
AAMT2_1
AAP1_1
AAP2_5
AAP3_2
AAPC_4
ABCB11_0
ABCB11_3
ABCC14_2
ABCC3_0
ABCF3_1
ABCG10_0
ABCG15
ABCG25_2
ABCG38_0
ABCG39_1
ABCG43
ABCI1_3
ABCI7
abhd17c_5
abhd17c_6
ABHD18
ABI12
ABI2
ABI28
ABI34
ABI38
abi4
ABI8
ABP4
AC97_2
ACA7_3
ACA7_5
Acel_0614_1
ACHE
ACK2
ACLA-3_1
ACO1_2
ACO15
ACO31
Acot13_1
ACP1
ACR10_1
ACR3
ACS_1
ACS47
ACS50
ACS7
ACT1_5
ACT-2_2
ACT-2_3
ACT7_8
ADF10_1
ADF1_2
ADF2
ADF3_1
ADF3_2
adh1
ADIPOR1_0
ADIPOR3
ADK2_2
ADK-B_1
ADT2_2
ADT6_2
ae1
ae3
AED3_0
AED3_1
AERO1_1
AFR_1
AGAMOUS
AGC1-5_3
AGD11
AGD12_3
AGD2_0
AGD5_3
AGL36
AGL61_0
AGL62_0
AGL62_2
AGL62_3
AGL9
AGP16_0
AGP16_2
AGP30_0
AHL
AHL1_0
AHL10_3
AHL1_3
AHL20_1
AHL20_2
AHL21_0
AHL21_2
AHL21_3
AHL22_0
AHL23_0
AHL25_0
AHL9_2
ahsa_0
AIP1-2_1
AIR1
AIR3_2
AKHSDH1
AKHSDH2_1
AKR2A_2
AL11A_1
al-9
ALA4_2
ALDH2B4
ALDH3H1_0
ALF_1
ALF2
ALF4
ALF6
ALG10
ALIS3_1
ALPHAC-AD_0
ALS1
ALT3
ALT4
alxA_0
AMADH1A
AMADH2
AMC1_0
AMC1_1
AMC1_5
AMC1_7
AMC5
AMT1-1_1
AMY1.6
AMY2
an1
Ankrd13b_0
Ann1
Ann12
ANN2
Ann4
Ann5
ANN5_2
ANT1
ANT2
AO1
AO2
aoc1
aoc2
aos2
aos3
aos4
aox1
AOX1B
aox2
AP-17
APC4
APCB1_0
APF1_1
APRF1_1
APRL3_1
APRL5
APRL6
APRL9
APS1_1
APS1_4
APS3_0
APS3_1
APUM7_3
APX1_5
APX2
APX4
APY3_2
AR3
AR4
AR5
ARAD1_0
ARAD1_2
ARAD1_3
ARAD1_6
ARB_02965_0
ARD4_3
ARF_1
ARF1_0
ARF1_1
ARF11
ARF13_1
ARF13_2
ARF1_4
ARF15
ARF16
ARF17
ARF21
ARF26
ARF27
ARF29
ARF_3
ARF34
ARF_4
ARF4
ARF4_1
ARF_5
ARF7
ARF8_0
ARF9
Arfrp1_0
Arfrp1_1
ARI2_0
ARID2_4
ARID6
ARID8
arl5
ARP2
arsB_4
ASE1_3
ASF1B_0
ASIL1
ASIL2_3
ASIL2_5
ASK21_1
ASMT1_0
ASMT3_0
asn3
AsnS1
AsnS2
ASP1_0
ASPG1_0
ASPG1_4
ASPG2_0
ASPR_1
ASR3_2
ASR3_5
ASR3_8
AT15_4
At1g01970
At1g02370
At1g02420
At1g03370_2
At1g04910_10
At1g04910_29
At1g04910_9
At1g05910
At1g06710
At1g06800_1
At1g06800_3
At1g07740
At1g08700_1
At1g09575_0
At1g09580_0
At1g09580_1
At1g09600_2
At1g09660
At1g09900_11
At1g09900_3
At1g10030_0
At1g10780_1
At1g10780_2
At1g12460_0
At1g12760_0
At1g13570_1
At1g14450_2
At1g16860_2
At1g17350
At1g18010
At1g18250_1
At1g21890_0
At1g22040
At1g22960_0
At1g23390
At1g25240_4
At1g25270
At1g27190_2
At1g27930_0
At1g28600_2
At1g29670
At1g31730_2
At1g32410_1
At1g32860_0
At1g47056_2
At1g47056_3
