gene_symbol
A1bg
A1cf
A3galt2
A4galt
A4gnt
Aaas
Aacs
Aadac
Aadat
Aagab
Aak1
Aamdc
Aamp
Aanat
Aar2
Aard
Aars1
Aars2
Aarsd1
Aasdh
Aasdhppt
Aass
Aatf
Aatk
Abat
Abca1
Abca12
Abca13
Abca2
Abca3
Abca4
Abca5
Abca6
Abca7
Abcb10
Abcb11
Abcb5
Abcb6
Abcb7
Abcb8
Abcb9
Abcc1
Abcc10
Abcc12
Abcc2
Abcc3
Abcc4
Abcc5
Abcc6
Abcc8
Abcc9
Abcd1
Abcd2
Abcd3
Abcd4
Abce1
Abcf1
Abcf2
Abcf3
Abcg1
Abcg2
Abcg4
Abcg5
Abcg8
Abhd1
Abhd10
Abhd11
Abhd12
Abhd12b
Abhd13
Abhd14a
Abhd14b
Abhd15
Abhd16a
Abhd16b
Abhd17a
Abhd17b
Abhd17c
Abhd18
Abhd2
Abhd3
Abhd4
Abhd5
Abhd6
Abhd8
Abi1
Abi2
Abi3
Abi3bp
Abitram
Abl1
Abl2
Ablim1
Ablim2
Ablim3
Abr
Abra
Abracl
Abraxas1
Abraxas2
Abt1
Abtb1
Abtb2
Abtb3
Acaa2
Acaca
Acacb
Acad10
Acad11
Acad8
Acad9
Acadl
Acadm
Acads
Acadsb
Acadvl
Acan
Acap1
Acap2
Acap3
Acat1
Acat2
Acbd3
Acbd4
Acbd5
Acbd6
Acbd7
Accs
Accsl
Acd
Ace2
Acer1
Acer2
Acer3
Ache
Acin1
Ackr1
Ackr2
Ackr3
Ackr4
Acly
Acmsd
Aco1
Aco2
Acod1
Acot11
Acot12
Acot13
Acot7
Acot8
Acot9
Acox1
Acox2
Acox3
Acoxl
Acp1
Acp2
Acp3
Acp4
Acp5
Acp6
Acp7
Acr
Acrbp
Acsbg1
Acsbg2
Acsf2
Acsf3
Acsl1
Acsl3
Acsl4
Acsl5
Acsl6
Acsm1
Acsm3
Acsm4
Acsm5
Acss1
Acss2
Acss3
Acta1
Acta2
Actb
Actbl2
Actc1
Actg1
Actg2
Actl10
Actl6a
Actl6b
Actl7a
Actl7b
Actl9
Actmap
Actn1
Actn2
Actn3
Actn4
Actr10
Actr1a
Actr1b
Actr2
Actr3
Actr3b
Actr5
Actr6
Actr8
Actrt1
Actrt2
Actrt3
Acvr1
Acvr1b
Acvr1c
Acvr2a
Acvr2b
Acvrl1
Acy1
Acy3
Acyp1
Acyp2
Ada
Adad1
Adad2
Adal
Adam10
Adam11
Adam12
Adam15
Adam17
Adam18
Adam19
Adam2
Adam21
Adam22
Adam23
Adam29
Adam30
Adam32
Adam33
Adam7
Adam8
Adam9
Adamdec1
Adamts1
Adamts10
Adamts12
Adamts13
Adamts14
Adamts15
Adamts16
Adamts17
Adamts18
Adamts19
Adamts2
Adamts20
Adamts3
Adamts4
Adamts5
Adamts6
Adamts7
Adamts8
Adamts9
Adamtsl1
Adamtsl2
Adamtsl3
Adamtsl4
Adamtsl5
Adap1
Adap2
Adar
Adarb1
Adarb2
Adat1
Adat2
Adat3
Adck1
Adck2
Adck5
Adcy1
Adcy10
Adcy2
Adcy3
Adcy4
Adcy5
Adcy6
Adcy7
Adcy8
Adcy9
Adcyap1
Adcyap1r1
Add1
Add2
Add3
Adgb
Adgra1
Adgra2
Adgra3
Adgrb1
Adgrb2
Adgrb3
Adgrd1
Adgrd2
Adgre1
Adgre5
Adgrf1
Adgrf3
Adgrf5
Adgrg1
Adgrg2
Adgrg3
Adgrg4
Adgrg5
Adgrg6
Adgrg7
Adgrl1
Adgrl2
Adgrl3
Adgrl4
Adgrv1
Adh4
Adh5
Adh7
Adhfe1
Adig
Adipoq
Adipor1
Adipor2
Adissp
Adk
Adm
Adm2
Adnp
Adnp2
Ado
Adora1
Adora2a
Adora2b
Adora3
Adpgk
Adprh
Adprhl1
Adprm
Adprs
Adra1a
Adra1b
Adra1d
Adra2a
Adra2b
Adra2c
Adrb1
Adrb2
Adrb3
Adrm1
Adsl
Adss1
Adss2
Adtrp
Aebp1
Aebp2
Aen
Afap1
Afap1l1
Afap1l2
Afdn
Aff1
Aff2
Aff3
Aff4
Afg1l
Afg2a
Afg2b
Afg3l2
Afm
Afmid
Afp
Aftph
Aga
Agap1
Agap2
Agap3
Agbl1
Agbl2
Agbl3
Agbl4
Agbl5
Ager
Agfg1
Agfg2
Aggf1
Agk
Agl
Agmat
Agmo
Ago1
Ago2
Ago3
Agpat1
Agpat2
Agpat3
Agpat4
Agpat5
Agps
Agr2
Agr3
Agrn
Agrp
Agt
