gene_symbol
A4GALT
A4GNT
AACS
AARS
AASDH
AASDHPPT
ABCC10
ABCC3
ABCC4
ABCC9
ABCD3
ABCF2
ABCG1
ABCG4
ABCG5
ABHD12
ABHD13
ABHD17A
ABHD17C
ABHD18
ABHD3
ABHD8
ABI1
ABI2
ABRAXAS1
ABRAXAS2
ABTB1
ABTB2
ACAD8
ACAD9
ACADSB
ACBD5
ACBD7
ACCS
ACER3
ACKR3
ACLY
ACOT8
ACSBG2
ACSL1
ACSL4
ACSL5
ACTA1
ACTA2
ACTB
ACTC1
ACTL6A
ACTN1
ACTR1A
ACTR2
ACTR3B
ACVR2A
ACYP1
ACYP2
ADAL
ADAM10
ADAM12
ADAMTS3
ADAP1
ADARB1
ADCY7
ADCY8
ADCYAP1
ADCYAP1R1
ADD1
ADGRB3
ADGRD1
ADGRL2
ADI1
ADIPOQ
ADIPOR1
ADIPOR2
ADK
ADORA1
ADORA2A
ADPRHL1
ADPRM
ADRA1B
ADRA2C
ADRB3
ADSS2
ADSSL1
ADTRP
AEBP2
AFAP1L1
AFF2
AFG1L
AGFG1
AGO3
AGPAT1
AGPAT3
AGPAT5
AGTPBP1
AHCY
AHR
AHSG
AICDA
AIDA
AIF1L
AIFM1
AIFM2
AIFM3
AIG1
AIMP1
AK3
AK4
AK6
AK7
AKAIN1
AKIRIN2
AKR1A1
AKR1D1
AKT1
AKT3
AKTIP
ALAD
ALAS1
ALB
ALDH1A3
ALDH4A1
ALDH5A1
ALDH7A1
ALDOB
ALKBH5
ALKBH8
ALPK1
ALPK2
AMBP
AMD1
AMH
AMMECR1
AMMECR1L
AMN1
AMOT
AMPD1
AMPD3
ANGPT1
ANKEF1
ANKIB1
ANKRA2
ANKRD1
ANKRD10
ANKRD11
ANKRD13C
ANKRD17
ANKRD22
ANKRD28
ANKRD33
ANKRD46
ANKRD61
ANKS4B
ANLN
ANO1
ANO5
ANO6
ANP32A
ANP32E
ANTXR2
ANTXRL
ANXA11
ANXA13
ANXA2
ANXA6
ANXA8L1
AOPEP
AP1AR
AP1G1
AP1M1
AP1S3
AP2A2
AP2M1
AP3M2
AP3S2
AP4B1
APBA2
APBB2
APCDD1
APH1A
APLNR
APMAP
APOA1
APOBEC2
APOC3
APOO
APPBP2
APRT
AQP1
AQP3
AQP5
ARC
AREL1
ARF1
ARF4
ARF5
ARFGAP3
ARFGEF2
ARFIP2
ARFRP1
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP17
ARHGAP24
ARHGAP26
ARHGAP40
ARHGAP8
ARHGEF28
ARHGEF3
ARHGEF33
ARHGEF37
ARHGEF6
ARHGEF9
ARID1B
ARIH2
ARL14EP
ARL2BP
ARL3
ARL4A
ARL4C
ARL5A
ARL5B
ARL6
ARMC4
ARMC7
ARMC8
ARMT1
ARNT
ARNT2
ARNTL2
ARPC1A
ARPC2
ARPP21
ARRDC2
ARSJ
ASAP1
ASB13
ASB2
ASB5
ASB7
ASB8
ASB9
ASCL1
ASF1A
ASIC1
ASIP
ASL
ASPA
ASPG
ASPN
ASS1
ATAD2B
ATAD5
ATF1
ATF2
ATG12
ATG13
ATG14
ATG16L1
ATG2B
ATG4C
ATG7
ATM
ATOH7
ATP10A
ATP11A
ATP11B
ATP12A
ATP1B1
ATP1B4
ATP2B2
ATP5F1C
ATP5IF1
ATP5MC1
ATP5MC3
ATP5MG
ATP5PO
ATP6AP1
ATP6AP2
ATP6V0A1
ATP6V0C
ATP6V0D2
ATP6V0E1
ATP6V1C1
ATP6V1C2
ATP6V1D
ATP6V1G1
ATP6V1G3
ATP9A
ATXN10
AVL9
AVPR1A
AXIN1
AZIN1
B3GAT1
B3GNT2
B3GNT5
B3GNT9
B3GNTL1
B4GALT1
B4GALT6
B4GALT7
BAALC
BABAM2
BAG5
BAIAP2L1
BAMBI
BANP
BARX1
BARX2
BATF
BATF3
BBS5
BBS9
BCAP29
BCAS2
BCCIP
BCL10
BCL11B
BCL2
BCL2A1
BCL2L10
BCL2L14
BCL2L15
BCL7A
BCL9
BCLAF1
BCR
BD2
BDKRB2
BDNF
BEAN1
BECN1
BEND5
BET1
BET1L
BFSP1
BHLHE41
BICC1
BICD1
BICRAL
BID
BIRC2
BIRC5
BLK
BLNK
BLOC1S2
BLOC1S5
BLVRA
BMERB1
BMI1
BMP4
BMP5
BMPR1B
BMT2
BNIP2
BOD1
BOK
BOP1
BORCS5
BORCS7
BPGM
BPNT1
BRD1
BRD3
BRD7
BRI3BP
BRINP1
BRINP2
BRINP3
BRMS1L
BROX
BRS3
BRSK2
BTBD1
BTBD10
BTBD2
BTBD3
BTBD6
BTF3
BTG1
BTG2
BTG4
BTK
BTRC
BUB1B
BUD23
BZW1
BZW2
C10HXorf56
C11H15orf61
C12H16orf87
C12H19orf12
C13H3orf14
C14H5orf15
C14H5orf24
C15H16orf72
C16H12orf65
C1D
C1GALT1
C1H12orf4
C1H12orf45
C1H12orf66
C1QTNF3
C1QTNF5
C1QTNF7
C22H1orf159
C2H6orf62
C2H7orf25
C2H8orf37
C3H1orf115
C3H1orf198
C3H6orf120
C4H4orf19
C5H11orf49
C5H11orf91
C6
C6H10orf71
C6H10orf90
C7H11orf58
C8G
C8H1orf21
C9H3orf70
CA7
CA8
CAAP1
CAB39
CABIN1
CABP1
CACNA2D3
CACNB2
CACNG3
CACNG4
CACYBP
CADM1
CADPS2
CALB1
CALCB
CALD1
CALM
CALM1
CALN1
CAMK1D
CAMK1G
CAMK2G
CAMK2N2
CAMKK1
CAMTA1
CAND1
CAPN10
CAPN3
CAPN6
CAPRIN1
CAPRIN2
CAPSL
CAPZA1
CARNMT1
CARS2
CASP3
CASP7
CASP8
CASQ2
CASTOR1
CASTOR2
CAT
CAV1
CAV2
CAV3
CAVIN1
CAVIN2
CAVIN4
CBLB
CBLIF
CBLL1
CBLN1
CBLN4
CBX3
CBX6
CCDC103
CCDC15
CCDC169
CCDC181
CCDC32
CCDC43
CCDC50
CCDC58
CCDC66
CCDC77
CCDC91
CCK
CCL19
CCL20
CCN1
CCN4
CCNA2
CCND1
CCND2
CCNE1
CCNE2
CCNG2
CCNL1
CCNL2
CCNO
CCR4
CCR6
CCSER2
CCT5
CCT7
CCZ1
CD2
CD28
CD2AP
CD320
CD36
CD40LG
CD5
CD81
CD9
CDC16
CDC20
CDC23
CDC27
CDC42BPA
CDC42EP3
CDC42SE1
CDC42SE2
CDC7
CDC73
CDH11
CDH12
CDH20
CDH22
CDH5
CDH9
CDHR1
CDK1
CDK10
CDK11A
CDK14
CDK19
CDK2AP1
CDK3
CDK7
CDK8
CDK9
CDKAL1
CDKL1
CDKL5
CDKN1A
CDKN1B
CDKN2C
CDO1
CDPF1
CDR2
CDR2L
CDV3
CDX2
CDYL2
CEBPB
CEBPG
CELF2
CELF5
CEND1
CENPI
CENPJ
CENPL
CENPN
CENPO
CENPV
CEP112
CEP44
CEP76
CEP78
CEP83
CERK
CERS5
CERS6
CETN3
CETP
CFAP161
CFAP300
CFAP410
CFDP1
CFI
CFLAR
CGGBP1
CHAC1
CHAC2
