time,node_rank,rank,local_rank,epoch,batch_index,num_batches,update_step,should_step,lr,loss_total,loss_gep,loss_zero_prob,loss_gepc,loss_gepc_zero_prob,step_ms,data_load_s,to_device_s,forward_s,loss_s,backward_s,optimizer_s,grad_sync_s,samples_per_s,tokens_per_s,mfu,grad_norm_raw,grad_norm_ema,grad_clip_threshold,grad_skip_threshold,grad_skip_max,grad_hard_raw_norm_limit,grad_ema_contribution_cap,grad_action,skipped,skipped_count_cum,clipped_count_cum,consecutive_skips,consecutive_clips,cluster_loss_total_mean,cluster_loss_total_min,cluster_loss_total_max,cluster_step_ms_mean,cluster_step_ms_max,cluster_data_load_s_max,cluster_grad_sync_s_max,cluster_samples_per_s_sum,cluster_tokens_per_s_sum
2026-05-18T19:11:16,0,5,5,1,1,74816,1,True,1.3368983957219252e-10,655.927001953125,195.0614471435547,0.7205419540405273,458.12225341796875,2.0227832794189453,809445.3966617584,696.1901659965515,0.002222299575805664,0.5510437488555908,1.2036187648773193,0.295717716217041,13.003387451171875,0,0.3162659285675996,202.41019428326373,,91204840.0,91204840.0,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,1,0,1,640.3086751302084,584.711669921875,701.3232421875,809494.5,810489.4375,768.8004150390625,0.0,7.5899224281311035,4857.55029296875
2026-05-18T19:11:22,0,5,5,1,2,74816,2,True,2.6737967914438504e-10,,,,,,7186.698436737061,696.1901659965515,0.0003082752227783203,0.10409712791442871,1.3867158889770508,0.2885587215423584,4.363099098205566,0,35.62136386457734,22797.6728733295,,96543344.0,91311610.08,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,2,0,2,,,,,,,,,
2026-05-18T19:11:28,0,5,5,1,3,74816,3,True,4.0106951871657755e-10,,,,,,6290.532112121582,696.1901659965515,0.00034356117248535156,0.10290098190307617,1.3926918506622314,0.18945932388305664,4.602092981338501,0,40.69608030562297,26045.491395598703,,98736800.0,91460113.8784,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,3,0,3,,,,,,,,,
2026-05-18T19:11:34,0,5,5,1,4,74816,4,True,5.347593582887701e-10,,,,,,6148.529767990112,696.1901659965515,0.0003230571746826172,0.09820294380187988,1.3970236778259277,0.19203877449035645,4.458526849746704,0,41.63596984319125,26647.0206996424,,97532808.0,91581567.760832,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,4,0,4,,,,,,,,,
2026-05-18T19:11:40,0,5,5,1,5,74816,5,True,6.684491978609625e-10,,,,,,6151.921510696411,696.1901659965515,0.0003161430358886719,0.09869766235351562,1.3973608016967773,0.1892683506011963,4.4637770652771,0,41.6130146580853,26632.32938117459,,96964872.0,91689233.84561536,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,5,0,5,,,,,,,,,
2026-05-18T19:11:47,0,5,5,1,6,74816,6,True,8.021390374331551e-10,,,,,,6450.56414604187,696.1901659965515,0.0003399848937988281,1.1600878238677979,0.33611512184143066,0.18796181678771973,4.763596534729004,0,39.68645132489445,25399.328847932447,,98021048.0,91815870.12870306,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,6,0,6,,,,,,,,,
2026-05-18T19:11:53,0,5,5,1,7,74816,7,True,9.358288770053475e-10,,,,,,6155.615568161011,696.1901659965515,0.0003333091735839844,0.1026453971862793,1.3959403038024902,0.18803691864013672,4.4660913944244385,0,41.58804219745645,26616.34700637213,,97543176.0,91930416.24612899,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,7,0,7,,,,,,,,,
2026-05-18T19:11:59,0,5,5,1,8,74816,8,True,1.0695187165775401e-09,,,,,,6213.0091190338135,696.1901659965515,0.0003409385681152344,0.09844589233398438,1.3961303234100342,0.18599677085876465,4.529374599456787,0,41.20386677298337,26370.474734709354,,98012136.0,92052050.64120641,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,8,0,8,,,,,,,,,
2026-05-18T19:12:05,0,5,5,1,9,74816,9,True,1.2032085561497326e-09,,,,,,6151.587009429932,696.1901659965515,0.0003364086151123047,0.10561728477478027,1.3903865814208984,0.18806862831115723,4.464531660079956,0,41.61527742476385,26633.777551848863,,97280448.0,92156618.58838229,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,9,0,9,,,,,,,,,
2026-05-18T19:12:12,0,5,5,1,10,74816,10,True,1.336898395721925e-09,,,,,,6155.445337295532,696.1901659965515,0.0003476142883300781,0.0988931655883789,1.3968517780303955,0.18697571754455566,4.469687223434448,0,41.58919232844274,26617.083090203356,,99618960.0,92305865.41661465,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,10,0,10,,,,,,,,,
