time,node_rank,rank,local_rank,epoch,batch_index,num_batches,update_step,should_step,lr,loss_total,loss_gep,loss_zero_prob,loss_gepc,loss_gepc_zero_prob,step_ms,data_load_s,to_device_s,forward_s,loss_s,backward_s,optimizer_s,grad_sync_s,samples_per_s,tokens_per_s,mfu,cluster_loss_total_mean,cluster_loss_total_min,cluster_loss_total_max,cluster_step_ms_mean,cluster_step_ms_max,cluster_data_load_s_max,cluster_grad_sync_s_max,cluster_samples_per_s_sum,cluster_tokens_per_s_sum
2026-05-08T00:07:03,0,4,4,1,1,37408,1,True,5.347593582887701e-09,425.1977844238281,182.85630798339844,0.6930292844772339,239.90655517578125,1.7419229745864868,735360.6417179108,695.9603679180145,0.006036996841430664,0.5286087989807129,1.329132080078125,0.24960589408874512,1.1326377391815186,0,0.6962570077233023,445.60448494291353,,448.8909098307292,411.068359375,505.3865661621094,725544.0,735360.625,695.9603881835938,0.0,16.93704605102539,10839.7099609375
2026-05-08T00:07:05,0,4,4,1,2,37408,2,True,1.0695187165775401e-08,,,,,,4489.768266677856,695.9603679180145,0.0003399848937988281,0.05552101135253906,1.5874528884887695,0.11611747741699219,0.03227090835571289,0,114.03706596617903,72983.72221835458,,,,,,,,,,
2026-05-08T00:07:10,0,4,4,1,3,37408,3,True,1.6042780748663103e-08,,,,,,5724.857568740845,695.9603679180145,0.0003333091735839844,0.08081960678100586,5.506281137466431,0.10644388198852539,0.029296875,0,89.43453943651771,57238.10523937134,,,,,,,,,,
2026-05-08T00:07:16,0,4,4,1,4,37408,4,True,2.1390374331550803e-08,,,,,,5738.206148147583,695.9603679180145,0.00032401084899902344,0.04909491539001465,5.554026365280151,0.10454940795898438,0.028521060943603516,0,89.22649113351996,57104.95432545277,,,,,,,,,,
2026-05-08T00:07:22,0,4,4,1,5,37408,5,True,2.6737967914438503e-08,,,,,,5743.492841720581,695.9603679180145,0.0003540515899658203,0.04864501953125,5.5561840534210205,0.10653519630432129,0.030128002166748047,0,89.14436112479247,57052.39111986718,,,,,,,,,,
2026-05-08T00:07:28,0,4,4,1,6,37408,6,True,3.2085561497326206e-08,,,,,,5769.867897033691,695.9603679180145,0.0003750324249267578,0.04895520210266113,5.55637001991272,0.11328339576721191,0.046959877014160156,0,88.73686696765118,56791.59485929676,,,,,,,,,,
2026-05-08T00:07:33,0,4,4,1,7,37408,7,True,3.743315508021391e-08,,,,,,5710.3166580200195,695.9603679180145,0.00048160552978515625,0.06088995933532715,5.505794525146484,0.1068277359008789,0.03302001953125,0,89.66227805964259,57383.857958171255,,,,,,,,,,
2026-05-08T00:07:39,0,4,4,1,8,37408,8,True,4.2780748663101606e-08,,,,,,5737.3552322387695,695.9603679180145,0.0003573894500732422,0.049278974533081055,5.547807216644287,0.10631585121154785,0.03156471252441406,0,89.23972445056584,57113.42364836214,,,,,,,,,,
2026-05-08T00:07:45,0,4,4,1,9,37408,9,True,4.812834224598931e-08,,,,,,5744.504928588867,695.9603679180145,0.0003712177276611328,0.0496063232421875,5.551753759384155,0.11033916473388672,0.0304415225982666,0,89.12865536104124,57042.3394310664,,,,,,,,,,
2026-05-08T00:07:50,0,4,4,1,10,37408,10,True,5.3475935828877005e-08,,,,,,5736.215829849243,695.9603679180145,0.0003685951232910156,0.049871206283569336,5.547979831695557,0.10535526275634766,0.030284404754638672,0,89.25745041456297,57124.7682653203,,,,,,,,,,
2026-05-08T00:08:00,0,4,4,1,11,37408,11,True,5.882352941176471e-08,453.5731506347656,198.3499298095703,0.6930972933769226,252.77011108398438,1.7600035667419434,5738.99507522583,695.9603679180145,0.0003342628479003906,0.04953598976135254,5.55203914642334,0.10541510581970215,0.029262542724609375,0,89.21422536328849,57097.10423250464,,442.8279622395833,404.0218505859375,478.6299743652344,5739.166666666667,5749.01220703125,695.9603881835938,0.0,2141.08154296875,1370292.125
2026-05-08T00:08:02,0,4,4,1,12,37408,12,True,6.417112299465241e-08,,,,,,5760.183334350586,695.9603679180145,0.00032258033752441406,0.0531613826751709,1.5855803489685059,0.11093616485595703,0.030115127563476562,0,88.88605974513203,56887.078236884496,,,,,,,,,,
2026-05-08T00:08:08,0,4,4,1,13,37408,13,True,6.951871657754012e-08,,,,,,5771.289587020874,695.9603679180145,0.0008780956268310547,0.0490880012512207,5.584975481033325,0.1059119701385498,0.028853416442871094,0,88.71500767375169,56777.60491120107,,,,,,,,,,
