time,node_rank,rank,local_rank,epoch,batch_index,num_batches,update_step,should_step,lr,loss_total,loss_gep,loss_zero_prob,loss_gepc,loss_gepc_zero_prob,step_ms,data_load_s,to_device_s,forward_s,loss_s,backward_s,optimizer_s,grad_sync_s,samples_per_s,tokens_per_s,mfu,grad_norm_raw,grad_norm_ema,grad_clip_threshold,grad_skip_threshold,grad_action,skipped,skipped_count_cum,cluster_loss_total_mean,cluster_loss_total_min,cluster_loss_total_max,cluster_step_ms_mean,cluster_step_ms_max,cluster_data_load_s_max,cluster_grad_sync_s_max,cluster_samples_per_s_sum,cluster_tokens_per_s_sum
2026-05-15T20:06:29,0,6,6,1,1,74816,1,True,1.3368983957219252e-10,976.25,196.5076141357422,0.6854331493377686,776.8533935546875,2.2035372257232666,758486.6011142731,717.4857134819031,0.002710103988647461,0.5070438385009766,1.23258638381958,0.30221104621887207,17.10940647125244,0,0.33751420212818134,216.00908936203604,,275906112.0,275906112.0,0.5,,clip,False,0,930.7207845052084,853.1495361328125,995.865234375,758478.4166666666,758492.1875,717.4857177734375,0.0,8.100427627563477,5184.27392578125
2026-05-15T20:06:35,0,6,6,1,2,74816,2,True,2.6737967914438504e-10,,,,,,6152.355432510376,717.4857134819031,0.0003018379211425781,0.10176658630371094,1.3876018524169922,0.1916661262512207,4.457088947296143,0,41.61007971796308,26630.451019496373,,294662624.0,276281242.24,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:06:41,0,6,6,1,3,74816,3,True,4.0106951871657755e-10,,,,,,6171.12398147583,717.4857134819031,0.00039076805114746094,0.09814167022705078,1.4016478061676025,0.1969165802001953,4.470940351486206,0,41.483528894970824,26549.458492781327,,293212832.0,276619874.0352,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:06:47,0,6,6,1,4,74816,4,True,5.347593582887701e-10,,,,,,6134.505748748779,717.4857134819031,0.0006418228149414062,0.11563873291015625,1.378063440322876,0.1924881935119629,4.443833112716675,0,41.73115332921725,26707.938130699044,,292498496.0,276937446.474496,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:06:54,0,6,6,1,5,74816,5,True,6.684491978609625e-10,,,,,,6679.7935962677,717.4857134819031,0.00031638145446777344,0.09454107284545898,1.4080185890197754,0.18206119537353516,4.992839336395264,0,38.32453747418762,24527.70398348008,,292007520.0,277238847.9450061,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:00,0,6,6,1,6,74816,6,True,8.021390374331551e-10,,,,,,6576.011180877686,717.4857134819031,0.0003254413604736328,0.0937962532043457,1.4082155227661133,0.18645668029785156,4.8850998878479,0,38.929374199426505,24914.799487632965,,295540320.0,277604877.3861059,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:07,0,6,6,1,7,74816,7,True,9.358288770053475e-10,,,,,,6152.707099914551,717.4857134819031,0.0003211498260498047,0.0944986343383789,1.4078700542449951,0.18616580963134766,4.461885929107666,0,41.60770143008357,26628.928915253488,,293184096.0,277916461.7583838,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:14,0,6,6,1,8,74816,8,True,1.0695187165775401e-09,,,,,,6930.302143096924,717.4857134819031,0.0003230571746826172,0.09421396255493164,1.4064116477966309,0.1846175193786621,5.242731809616089,0,36.939226416700215,23641.10490668814,,291863296.0,278195398.44321615,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:20,0,6,6,1,9,74816,9,True,1.2032085561497326e-09,,,,,,6152.839660644531,717.4857134819031,0.0003287792205810547,0.09189867973327637,1.4116418361663818,0.18594646453857422,4.4605536460876465,0,41.60680500703688,26628.355204503605,,289968960.0,278430869.6743518,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:26,0,6,6,1,10,74816,10,True,1.336898395721925e-09,,,,,,6464.550733566284,717.4857134819031,0.00036334991455078125,0.09592127799987793,1.40553617477417,0.1874558925628662,4.772810935974121,0,39.60058642138199,25344.375309684478,,293310464.0,278728461.5608648,0.5,,clip,False,0,,,,,,,,,
