time,node_rank,rank,local_rank,epoch,batch_index,num_batches,update_step,should_step,lr,loss_total,loss_gep,loss_zero_prob,loss_gepc,loss_gepc_zero_prob,step_ms,data_load_s,to_device_s,forward_s,loss_s,backward_s,optimizer_s,grad_sync_s,samples_per_s,tokens_per_s,mfu,grad_norm_raw,grad_norm_ema,grad_clip_threshold,grad_skip_threshold,grad_action,skipped,skipped_count_cum,cluster_loss_total_mean,cluster_loss_total_min,cluster_loss_total_max,cluster_step_ms_mean,cluster_step_ms_max,cluster_data_load_s_max,cluster_grad_sync_s_max,cluster_samples_per_s_sum,cluster_tokens_per_s_sum
2026-05-15T20:06:29,0,2,2,1,1,74816,1,True,1.3368983957219252e-10,954.8109741210938,193.4647979736328,0.6866620182991028,758.45458984375,2.2048873901367188,758488.9941215515,614.6117231845856,0.0019156932830810547,0.5220115184783936,1.2293307781219482,0.33387255668640137,19.295771598815918,0,0.33751313728221977,216.00840786062065,,275906112.0,275906112.0,0.5,,clip,False,0,930.7207845052084,853.1495361328125,995.865234375,758478.4166666666,758492.1875,717.4857177734375,0.0,8.100427627563477,5184.27392578125
2026-05-15T20:06:35,0,2,2,1,2,74816,2,True,2.6737967914438504e-10,,,,,,6151.337385177612,614.6117231845856,0.00029015541076660156,0.10186386108398438,1.3881113529205322,0.19833946228027344,4.448019027709961,0,41.61696619289048,26634.858363449905,,294662624.0,276281242.24,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:06:41,0,2,2,1,3,74816,3,True,4.0106951871657755e-10,,,,,,6155.006885528564,614.6117231845856,0.00036144256591796875,0.10149121284484863,1.3997561931610107,0.19344735145568848,4.457799673080444,0,41.592154933554696,26618.979157475005,,293212832.0,276619874.0352,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:06:47,0,2,2,1,4,74816,4,True,5.347593582887701e-10,,,,,,6151.893854141235,614.6117231845856,0.00037407875061035156,0.09391641616821289,1.4068396091461182,0.1893153190612793,4.459294080734253,0,41.6132017342383,26632.44910991251,,292498496.0,276937446.474496,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:06:54,0,2,2,1,5,74816,5,True,6.684491978609625e-10,,,,,,6679.8717975616455,614.6117231845856,0.0003085136413574219,0.0908963680267334,1.411022663116455,0.19147515296936035,4.984254360198975,0,38.32408880862769,24527.416837521723,,292007520.0,277238847.9450061,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:00,0,2,2,1,6,74816,6,True,8.021390374331551e-10,,,,,,6576.179981231689,614.6117231845856,0.00033354759216308594,0.09148812294006348,1.4107768535614014,0.19281935691833496,4.878897666931152,0,38.928374942690105,24914.15996332167,,295540320.0,277604877.3861059,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:07,0,2,2,1,7,74816,7,True,9.358288770053475e-10,,,,,,6157.951354980469,614.6117231845856,0.0003008842468261719,0.09096050262451172,1.411268949508667,0.198638916015625,4.454838991165161,0,41.57226734065553,26606.251098019537,,293184096.0,277916461.7583838,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:14,0,2,2,1,8,74816,8,True,1.0695187165775401e-09,,,,,,6925.692558288574,614.6117231845856,0.0002872943878173828,0.09179186820983887,1.40382719039917,0.1992039680480957,5.228665113449097,0,36.963812332908525,23656.839893061457,,291863296.0,278195398.44321615,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:20,0,2,2,1,9,74816,9,True,1.2032085561497326e-09,,,,,,6151.4482498168945,614.6117231845856,0.00034499168395996094,0.10022783279418945,1.4011750221252441,0.19500255584716797,4.452303647994995,0,41.61621615001315,26634.37833600842,,289968960.0,278430869.6743518,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:26,0,2,2,1,10,74816,10,True,1.336898395721925e-09,,,,,,6464.916944503784,614.6117231845856,0.0003273487091064453,0.09320569038391113,1.4080915451049805,0.18810582160949707,4.773140907287598,0,39.598343211143806,25342.93965513204,,293310464.0,278728461.5608648,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:32,0,2,2,1,11,74816,11,True,1.4705882352941176e-09,963.2384033203125,203.58786010742188,0.6858894228935242,756.748291015625,2.216346025466919,6150.222301483154,614.6117231845856,0.00031375885009765625,0.09679365158081055,1.405252456665039,0.1933753490447998,4.452420473098755,0,41.624511676312,26639.68747283968,,291775488.0,278989402.0896475,0.5,,clip,False,0,919.0149739583334,843.4417724609375,992.1751098632812,6152.565755208333,6167.86572265625,717.4857177734375,0.0,998.6083984375,639109.3125
2026-05-15T20:07:38,0,2,2,1,12,74816,12,True,1.6042780748663102e-09,,,,,,6170.825242996216,614.6117231845856,0.00028133392333984375,0.09366059303283691,1.3907251358032227,0.1913003921508789,4.455526828765869,0,41.485537171961845,26550.74379005558,,295466176.0,279318937.5678545,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:45,0,2,2,1,13,74816,13,True,1.7379679144385026e-09,,,,,,6389.542579650879,614.6117231845856,0.0003218650817871094,0.09747552871704102,1.4040203094482422,0.18913769721984863,4.696598768234253,0,40.06546584653759,25641.89814178406,,294778496.0,279628128.73649746,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:51,0,2,2,1,14,74816,14,True,1.871657754010695e-09,,,,,,6153.030872344971,614.6117231845856,0.000396728515625,0.0961158275604248,1.4040632247924805,0.1964855194091797,4.453648805618286,0,41.605512033200036,26627.527701248026,,289185664.0,279819279.4417675,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:07:57,0,2,2,1,15,74816,15,True,2.0053475935828875e-09,,,,,,6157.219409942627,614.6117231845856,0.0003120899200439453,0.09397673606872559,1.4064116477966309,0.18979549407958984,4.464739561080933,0,41.577209281613925,26609.413940232913,,293540960.0,280093713.05293214,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:08:03,0,2,2,1,16,74816,16,True,2.1390374331550803e-09,,,,,,6148.975372314453,614.6117231845856,0.00029730796813964844,0.09367680549621582,1.4078586101531982,0.18892693519592285,4.456186056137085,0,41.6329525651755,26645.089641712322,,288667200.0,280265182.7918735,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:08:09,0,2,2,1,17,74816,17,True,2.2727272727272727e-09,,,,,,6159.379243850708,614.6117231845856,0.0003075599670410156,0.09515953063964844,1.4066858291625977,0.1898059844970703,4.465495824813843,0,41.562629912029,26600.08314369856,,292952672.0,280518932.57603604,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:08:16,0,2,2,1,18,74816,18,True,2.406417112299465e-09,,,,,,6150.9108543396,614.6117231845856,0.00031495094299316406,0.09740757942199707,1.403944730758667,0.19368910789489746,4.453627109527588,0,41.61985209383851,26636.705340056647,,291239808.0,280733350.08451533,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:08:22,0,2,2,1,19,74816,19,True,2.5401069518716575e-09,,,,,,6157.254934310913,614.6117231845856,0.0003085136413574219,0.09165430068969727,1.4078083038330078,0.19173717498779297,4.461871385574341,0,41.57696940132464,26609.26041684777,,292809600.0,280974875.082825,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:08:28,0,2,2,1,20,74816,20,True,2.67379679144385e-09,,,,,,6150.9199142456055,614.6117231845856,0.0003483295440673828,0.09624743461608887,1.4038729667663574,0.1934363842010498,4.454674482345581,0,41.619790790496374,26636.66610591768,,293071072.0,281216799.0211685,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:08:34,0,2,2,1,21,74816,21,True,2.8074866310160428e-09,904.4775390625,157.29632568359375,0.6849218606948853,744.3252563476562,2.1709961891174316,6153.5656452178955,614.6117231845856,0.00030922889709472656,0.09380626678466797,1.4084296226501465,0.1921703815460205,4.456928968429565,0,41.601896324766535,26625.213647850585,,296115296.0,281514768.9607451,0.5,,clip,False,0,912.818115234375,872.859619140625,985.989990234375,6153.184895833333,6156.45947265625,717.4857177734375,0.0,998.5074462890625,639044.75
2026-05-15T20:08:40,0,2,2,1,22,74816,22,True,2.941176470588235e-09,,,,,,6162.364959716797,614.6117231845856,0.00027441978454589844,0.09667253494262695,1.388054609298706,0.19309735298156738,4.452089786529541,0,41.54249248031635,26587.195187402463,,294518656.0,281774846.7015302,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:08:46,0,2,2,1,23,74816,23,True,3.074866310160428e-09,,,,,,6155.766725540161,614.6117231845856,0.00029587745666503906,0.09206938743591309,1.4073350429534912,0.1938180923461914,4.458103656768799,0,41.58702098600663,26615.693431044245,,292760768.0,281994565.12749964,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:08:53,0,2,2,1,24,74816,24,True,3.2085561497326204e-09,,,,,,6155.3614139556885,614.6117231845856,0.0002930164337158203,0.09258222579956055,1.4096331596374512,0.19133353233337402,4.459399700164795,0,41.58975936320917,26617.445992453864,,294346432.0,282241602.4649496,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:08:59,0,2,2,1,25,74816,25,True,3.3422459893048124e-09,,,,,,6150.000333786011,614.6117231845856,0.0003514289855957031,0.09671139717102051,1.4029595851898193,0.1918952465057373,4.455386638641357,0,41.62601400094616,26640.648960605537,,289845984.0,282393690.0956506,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:09:05,0,2,2,1,26,74816,26,True,3.4759358288770053e-09,,,,,,6153.542757034302,614.6117231845856,0.0003070831298828125,0.09814834594726562,1.4037272930145264,0.19066572189331055,4.458778381347656,0,41.60205106356962,26625.312680684558,,292976480.0,282605345.8937376,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:09:11,0,2,2,1,27,74816,27,True,3.6096256684491977e-09,,,,,,6153.317213058472,614.6117231845856,0.00030541419982910156,0.09354209899902344,1.4086079597473145,0.1905663013458252,4.458374261856079,0,41.60357594708768,26626.288606136113,,293776832.0,282828775.61586285,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:09:17,0,2,2,1,28,74816,28,True,3.74331550802139e-09,,,,,,6154.756784439087,614.6117231845856,0.0002830028533935547,0.09315085411071777,1.4082903861999512,0.19095420837402344,4.460138320922852,0,41.59384504798601,26620.060830711045,,292227584.0,283016751.7835456,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:09:23,0,2,2,1,29,74816,29,True,3.8770053475935825e-09,,,,,,6155.517816543579,614.6117231845856,0.0003116130828857422,0.09459280967712402,1.4075958728790283,0.1887357234954834,4.462331533432007,0,41.58870262904187,26616.769682586793,,292878112.0,283213978.9878747,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:09:29,0,2,2,1,30,74816,30,True,4.010695187165775e-09,,,,,,6153.412580490112,614.6117231845856,0.0003638267517089844,0.09578824043273926,1.4053623676300049,0.18931007385253906,4.459544658660889,0,41.602931162403856,26625.875943938467,,289179808.0,283333295.5681172,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:09:36,0,2,2,1,31,74816,31,True,4.144385026737968e-09,800.9578247070312,152.94813537597656,0.6873706579208374,645.1224365234375,2.1998770236968994,6152.070999145508,614.6117231845856,0.00031495094299316406,0.09386301040649414,1.41029691696167,0.1865830421447754,4.45900559425354,0,41.61200350834006,26631.682245337637,,293545920.0,283537548.0567548,0.5,,clip,False,0,928.8644205729166,800.9578247070312,1045.5697021484375,6152.365885416667,6160.23828125,717.4857177734375,0.0,998.640869140625,639130.25
2026-05-15T20:09:42,0,2,2,1,32,74816,32,True,4.2780748663101606e-09,,,,,,6163.254976272583,614.6117231845856,0.00028324127197265625,0.09541440010070801,1.3893835544586182,0.18369197845458984,4.461349248886108,0,41.53649345768652,26583.35581291937,,292850400.0,283723805.09561974,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:09:48,0,2,2,1,33,74816,33,True,4.411764705882352e-09,,,,,,6153.825521469116,614.6117231845856,0.0003154277801513672,0.09590530395507812,1.4062285423278809,0.18726563453674316,4.4621100425720215,0,41.600139475336405,26624.089264215298,,292211616.0,283893561.31370735,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:09:54,0,2,2,1,34,74816,34,True,4.545454545454545e-09,,,,,,6156.2910079956055,614.6117231845856,0.0002961158752441406,0.09652853012084961,1.4052071571350098,0.18673491477966309,4.465619802474976,0,41.58347934941914,26613.42678362825,,288549536.0,283986680.80743325,0.5,,clip,False,0,,,,,,,,,
2026-05-15T20:10:00,0,2,2,1,35,74816,35,True,4.679144385026738e-09,,,,,,6152.4977684021,614.6117231845856,0.0003180503845214844,0.09408926963806152,1.4077873229980469,0.18486833572387695,4.463467359542847,0,41.60911708326994,26629.834933292765,,294373440.0,284194415.9912846,0.5,,clip,False,0,,,,,,,,,
