time,node_rank,rank,local_rank,epoch,batch_index,num_batches,update_step,should_step,lr,loss_total,loss_gep,loss_zero_prob,loss_gepc,loss_gepc_zero_prob,step_ms,data_load_s,to_device_s,forward_s,loss_s,backward_s,optimizer_s,grad_sync_s,samples_per_s,tokens_per_s,mfu,grad_norm_raw,grad_norm_ema,grad_clip_threshold,grad_skip_threshold,grad_skip_max,grad_hard_raw_norm_limit,grad_ema_contribution_cap,grad_action,skipped,skipped_count_cum,clipped_count_cum,consecutive_skips,consecutive_clips,cluster_loss_total_mean,cluster_loss_total_min,cluster_loss_total_max,cluster_step_ms_mean,cluster_step_ms_max,cluster_data_load_s_max,cluster_grad_sync_s_max,cluster_samples_per_s_sum,cluster_tokens_per_s_sum
2026-05-23T13:18:04,0,0,0,1,1,37408,1,True,1.3368983957219251e-07,439.8135070800781,198.20164489746094,0.6902152299880981,239.03195190429688,1.8896654844284058,797874.1137981415,671.4729428291321,0.0022346973419189453,0.4467592239379883,0.7429459095001221,0.2192246913909912,10.295274019241333,0,0.6417052403952708,410.6913538529733,,184858.0625,184858.0625,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,1,0,1,429.1743570963542,388.5921630859375,473.5724792480469,797867.3333333334,797882.3125,755.9246826171875,0.0,15.401056289672852,9856.67578125
2026-05-23T13:18:08,0,0,0,1,2,37408,2,True,2.6737967914438503e-07,,,,,,3899.0347385406494,671.4729428291321,0.0003209114074707031,0.05622601509094238,0.8206722736358643,0.10052919387817383,2.9046504497528076,0,131.314552019517,84041.31329249089,,188030.46875,184921.510625,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,2,0,2,,,,,,,,,
2026-05-23T13:18:12,0,0,0,1,3,37408,3,True,4.0106951871657757e-07,,,,,,3816.71142578125,671.4729428291321,0.0003113746643066406,0.060779571533203125,0.811913013458252,0.09667277336120605,2.8452577590942383,0,134.14689843762494,85854.01500007996,,179231.1875,184807.70416249998,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,3,0,3,,,,,,,,,
2026-05-23T13:18:16,0,0,0,1,4,37408,4,True,5.347593582887701e-07,,,,,,3491.7633533477783,671.4729428291321,0.0003070831298828125,0.04835796356201172,0.8248946666717529,0.09685230255126953,2.519679546356201,0,146.6307845602173,93843.70211853908,,161615.0625,184343.85132924997,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,4,0,4,,,,,,,,,
2026-05-23T13:18:20,0,0,0,1,5,37408,5,True,6.684491978609626e-07,,,,,,3905.9925079345703,671.4729428291321,0.0003390312194824219,0.0485072135925293,0.8243439197540283,0.09647250175476074,2.934617757797241,0,131.0806405695688,83891.60996452403,,153625.71875,183729.48867766498,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,5,0,5,,,,,,,,,
2026-05-23T13:18:24,0,0,0,1,6,37408,6,True,8.021390374331551e-07,,,,,,4090.8539295196533,671.4729428291321,0.0002999305725097656,0.048929691314697266,0.8228325843811035,0.09652948379516602,3.120558977127075,0,125.15724316270537,80100.63562413144,,136967.4375,182794.24765411168,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,6,0,6,,,,,,,,,
2026-05-23T13:18:27,0,0,0,1,7,37408,7,True,9.358288770053476e-07,,,,,,3493.5083389282227,671.4729428291321,0.00030517578125,0.048511505126953125,0.824108362197876,0.09642148017883301,2.5224783420562744,0,146.55754339978964,93796.82777586537,,116858.1796875,181475.52629477944,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,7,0,7,,,,,,,,,
2026-05-23T13:18:31,0,0,0,1,8,37408,8,True,1.0695187165775401e-06,,,,,,4329.715967178345,671.4729428291321,0.0003037452697753906,0.048384904861450195,0.8245115280151367,0.09649968147277832,3.3581302165985107,0,118.25256064860716,75681.63881510858,,98184.328125,179809.70233138383,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,8,0,8,,,,,,,,,
2026-05-23T13:18:35,0,0,0,1,9,37408,9,True,1.2032085561497329e-06,,,,,,3493.201494216919,671.4729428291321,0.0003113746643066406,0.04841303825378418,0.824277400970459,0.09672999382019043,2.521737575531006,0,146.57041709378305,93805.06694002115,,70820.703125,177629.92234725616,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,9,0,9,,,,,,,,,
2026-05-23T13:18:38,0,0,0,1,10,37408,10,True,1.3368983957219252e-06,,,,,,3489.751100540161,671.4729428291321,0.0003082752227783203,0.048483848571777344,0.8237030506134033,0.09615755081176758,2.519340991973877,0,146.7153344892563,93897.81407312403,,39059.25390625,174858.50897843603,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,10,0,10,,,,,,,,,
2026-05-23T13:18:42,0,0,0,1,11,37408,11,True,1.4705882352941175e-06,423.54656982421875,198.64511108398438,0.6905454397201538,222.3611602783203,1.8497174978256226,3493.1342601776123,671.4729428291321,0.0002970695495605469,0.04816246032714844,0.8245537281036377,0.0962839126586914,2.5221352577209473,0,146.5732382052692,93806.8724513723,,7561.0302734375,171512.55940433606,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,11,0,11,412.638916015625,379.4228820800781,457.0224914550781,3492.1240234375,3493.13427734375,755.9246826171875,0.0,3518.77685546875,2252017.0
2026-05-23T13:18:45,0,0,0,1,12,37408,12,True,1.6042780748663103e-06,,,,,,3496.1798191070557,671.4729428291321,0.00029206275939941406,0.04875040054321289,0.8238809108734131,0.09679341316223145,2.520338296890259,0,146.44555671932451,93725.15630036769,,31086.01171875,168704.02845062435,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,12,0,12,,,,,,,,,
2026-05-23T13:18:49,0,0,0,1,13,37408,13,True,1.7379679144385028e-06,,,,,,3491.281747817993,671.4729428291321,0.00029969215393066406,0.04826831817626953,0.8236608505249023,0.0961153507232666,2.5211992263793945,0,146.65101157189434,93856.64740601237,,53378.0859375,166397.50960036184,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,13,0,13,,,,,,,,,
2026-05-23T13:18:52,0,0,0,1,14,37408,14,True,1.8716577540106951e-06,,,,,,3491.499662399292,671.4729428291321,0.00030612945556640625,0.04839611053466797,0.8239572048187256,0.09609699249267578,2.520918130874634,0,146.64185865856948,93850.78954148447,,63827.4453125,164346.10831460461,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,14,0,14,,,,,,,,,
2026-05-23T13:18:56,0,0,0,1,15,37408,15,True,2.0053475935828877e-06,,,,,,3490.8525943756104,671.4729428291321,0.0006785392761230469,0.04803204536437988,0.8244361877441406,0.09587669372558594,2.520163059234619,0,146.66904034416228,93868.18582026387,,74440.453125,162547.9952108125,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,15,0,15,,,,,,,,,
2026-05-23T13:18:59,0,0,0,1,16,37408,16,True,2.1390374331550802e-06,,,,,,3491.788387298584,671.4729428291321,0.0002925395965576172,0.0485997200012207,0.8232591152191162,0.0969083309173584,2.521064519882202,0,146.62973330869798,93843.02931756672,,80285.671875,160902.74874409626,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,16,0,16,,,,,,,,,
2026-05-23T13:19:03,0,0,0,1,17,37408,17,True,2.2727272727272728e-06,,,,,,3491.487979888916,671.4729428291321,0.0002963542938232422,0.04823660850524902,0.8243358135223389,0.09656047821044922,2.52032732963562,0,146.64234932187554,93851.10356600035,,75935.7890625,159203.40955046433,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,17,0,17,,,,,,,,,
2026-05-23T13:19:06,0,0,0,1,18,37408,18,True,2.4064171122994657e-06,,,,,,3491.173505783081,671.4729428291321,0.0003120899200439453,0.048614501953125,0.8240959644317627,0.09755420684814453,2.518801689147949,0,146.65555841091228,93859.55738298385,,71689.3046875,157453.12745320506,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,18,0,18,,,,,,,,,
2026-05-23T13:19:10,0,0,0,1,19,37408,19,True,2.540106951871658e-06,,,,,,3490.805149078369,671.4729428291321,0.00031256675720214844,0.0490572452545166,0.8236567974090576,0.09780287742614746,2.5182454586029053,0,146.67103379722485,93869.4616302239,,55500.109375,155414.06709164096,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,19,0,19,,,,,,,,,
2026-05-23T13:19:13,0,0,0,1,20,37408,20,True,2.6737967914438504e-06,,,,,,3491.5945529937744,671.4729428291321,0.0003123283386230469,0.048935651779174805,0.8228981494903564,0.0980839729309082,2.5194971561431885,0,146.63787339254475,93848.23897122864,,29204.033203125,152889.86641387062,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,20,0,20,,,,,,,,,
2026-05-23T13:19:17,0,0,0,1,21,37408,21,True,2.807486631016043e-06,374.4759216308594,174.9128875732422,0.6898187398910522,197.13088989257812,1.7423292398452759,3496.5059757232666,671.4729428291321,0.000308990478515625,0.04853105545043945,0.824042558670044,0.09663033485412598,2.525118350982666,0,146.43189617146035,93716.41354973461,,7954.712890625,149991.16334340573,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,21,0,21,412.6824951171875,363.44451904296875,463.8033752441406,3494.1669921875,3500.36767578125,755.9246826171875,0.0,3516.718994140625,2250700.0
2026-05-23T13:19:20,0,0,0,1,22,37408,22,True,2.941176470588235e-06,,,,,,3503.734350204468,671.4729428291321,0.0003020763397216797,0.048238277435302734,0.8238449096679688,0.09636807441711426,2.5213358402252197,0,146.12980004323705,93523.07202767172,,12460.8544921875,147240.55716638136,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,22,0,22,,,,,,,,,
2026-05-23T13:19:24,0,0,0,1,23,37408,23,True,3.0748663101604276e-06,,,,,,3516.8981552124023,671.4729428291321,0.0003063678741455078,0.04824209213256836,0.8237807750701904,0.0958094596862793,2.5470478534698486,0,145.58283390753402,93173.01370082177,,28905.0234375,144873.84649180374,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,23,0,23,,,,,,,,,
2026-05-23T13:19:27,0,0,0,1,24,37408,24,True,3.2085561497326205e-06,,,,,,3487.365484237671,671.4729428291321,0.00032067298889160156,0.04912590980529785,0.8226616382598877,0.0963590145111084,2.5172009468078613,0,146.81569864534055,93962.04713301796,,43712.828125,142850.62612446764,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,24,0,24,,,,,,,,,
2026-05-23T13:19:31,0,0,0,1,25,37408,25,True,3.342245989304813e-06,,,,,,3500.784158706665,671.4729428291321,0.0003066062927246094,0.04843759536743164,0.8238649368286133,0.09395432472229004,2.5323832035064697,0,146.2529469937827,93601.88607602092,,35596.98828125,140705.55336760328,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,25,0,25,,,,,,,,,
2026-05-23T13:19:34,0,0,0,1,26,37408,26,True,3.4759358288770056e-06,,,,,,3491.7073249816895,671.4729428291321,0.00031495094299316406,0.04787015914916992,0.8245015144348145,0.09646344184875488,2.5206565856933594,0,146.63313741585856,93845.20794614949,,31784.212890625,138527.12655806373,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,26,0,26,,,,,,,,,
2026-05-23T13:19:38,0,0,0,1,27,37408,27,True,3.6096256684491977e-06,,,,,,3491.1701679229736,671.4729428291321,0.0003139972686767578,0.04788637161254883,0.8239245414733887,0.09547281265258789,2.521831512451172,0,146.6556986262883,93859.64712082452,,21027.2265625,136177.12855815244,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,27,0,27,,,,,,,,,
2026-05-23T13:19:41,0,0,0,1,28,37408,28,True,3.7433155080213903e-06,,,,,,3490.619421005249,671.4729428291321,0.00032258033752441406,0.04944968223571777,0.8228023052215576,0.09629297256469727,2.5198936462402344,0,146.67883783576477,93874.45621488945,,7963.6533203125,133612.85905339566,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,28,0,28,,,,,,,,,
2026-05-23T13:19:45,0,0,0,1,29,37408,29,True,3.877005347593583e-06,,,,,,3854.5877933502197,671.4729428291321,0.00031948089599609375,0.04954791069030762,0.8234550952911377,0.09697771072387695,2.8825228214263916,0,132.82872967202405,85010.38699009539,,22007.125,131380.74437232772,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,29,0,29,,,,,,,,,
2026-05-23T13:19:49,0,0,0,1,30,37408,30,True,4.010695187165775e-06,,,,,,3490.422010421753,671.4729428291321,0.0003209114074707031,0.048745155334472656,0.8239505290985107,0.09710192680358887,2.518157958984375,0,146.6871336678668,93879.76554743474,,27050.986328125,129294.14921144367,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,30,0,30,,,,,,,,,
2026-05-23T13:19:53,0,0,0,1,31,37408,31,True,4.1443850267379675e-06,444.4923095703125,215.37460327148438,0.6883172988891602,226.73428344726562,1.6950956583023071,4121.747255325317,671.4729428291321,0.0003273487091064453,0.04893612861633301,0.8234624862670898,0.1003105640411377,3.1469931602478027,0,124.21916441831641,79500.2652277225,,24970.80859375,127207.6823990898,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,31,0,31,401.1991373697917,353.90228271484375,447.7518615722656,4122.057291666667,4125.009765625,755.9246826171875,0.0,2981.03564453125,1907862.75
2026-05-23T13:19:56,0,0,0,1,32,37408,32,True,4.2780748663101604e-06,,,,,,3501.1954307556152,671.4729428291321,0.0003123283386230469,0.04913163185119629,0.8227536678314209,0.09625124931335449,2.5224761962890625,0,146.23576721894156,93590.89102012261,,13248.6240234375,124928.50123157674,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,32,0,32,,,,,,,,,
2026-05-23T13:20:00,0,0,0,1,33,37408,33,True,4.411764705882353e-06,,,,,,3494.2879676818848,671.4729428291321,0.00032138824462890625,0.049347877502441406,0.8229990005493164,0.09632134437561035,2.523487091064453,0,146.52484418439658,93775.90027801383,,6700.720703125,122563.9456210077,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,33,0,33,,,,,,,,,
2026-05-23T13:20:05,0,0,0,1,34,37408,34,True,4.5454545454545455e-06,,,,,,4974.387168884277,671.4729428291321,0.0003170967102050781,1.2645769119262695,0.22820568084716797,0.09676575660705566,3.3826889991760254,0,102.927251662809,65873.44106419776,,20307.30078125,120518.81272421255,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,34,0,34,,,,,,,,,
2026-05-23T13:20:09,0,0,0,1,35,37408,35,True,4.6791443850267385e-06,,,,,,4113.686323165894,671.4729428291321,0.0003414154052734375,0.04947328567504883,0.8228757381439209,0.0963141918182373,3.1429553031921387,0,124.4625768174674,79656.04916317912,,19585.4921875,118500.1463134783,0.5,100000000000.0,100000000000.0,100000000000.0,1000000000.0,clip,False,0,35,0,35,,,,,,,,,
