time,node_rank,rank,local_rank,epoch,batch_index,num_batches,update_step,should_step,lr,loss_total,loss_gep,loss_zero_prob,loss_gepc,loss_gepc_zero_prob,step_ms,data_load_s,to_device_s,forward_s,loss_s,backward_s,optimizer_s,grad_sync_s,samples_per_s,tokens_per_s,mfu,cluster_loss_total_mean,cluster_loss_total_min,cluster_loss_total_max,cluster_step_ms_mean,cluster_step_ms_max,cluster_data_load_s_max,cluster_grad_sync_s_max,cluster_samples_per_s_sum,cluster_tokens_per_s_sum
2026-05-14T01:33:27,0,2,2,1,1,37408,1,True,2.6737967914438504e-10,500.2062683105469,200.07135009765625,0.6898548007011414,297.6408996582031,1.8041595220565796,832061.5439414978,709.320296049118,0.0015773773193359375,0.44069790840148926,0.6349895000457764,0.2471752166748047,0.9899499416351318,0,0.615339098084791,393.81702277426626,,478.3846028645833,429.394287109375,507.4287414550781,821680.5,832440.9375,787.0913696289062,0.0,14.95522689819336,9571.3466796875
2026-05-14T01:33:28,0,2,2,1,2,37408,2,True,5.347593582887701e-10,,,,,,2274.6012210845947,709.320296049118,0.00031447410583496094,0.06119036674499512,0.6935896873474121,0.12169885635375977,0.02940678596496582,0,225.09440127525465,144060.416816163,,,,,,,,,,
2026-05-14T01:33:30,0,2,2,1,3,37408,3,True,8.021390374331551e-10,,,,,,2852.940082550049,709.320296049118,0.0003261566162109375,0.04715776443481445,2.664806365966797,0.10144662857055664,0.03728175163269043,0,179.46398633873798,114856.95125679231,,,,,,,,,,
2026-05-14T01:33:33,0,2,2,1,4,37408,4,True,1.0695187165775401e-09,,,,,,2864.2826080322266,709.320296049118,0.0003376007080078125,0.046061038970947266,2.6835856437683105,0.10084652900695801,0.03132820129394531,0,178.75331106093125,114402.119078996,,,,,,,,,,
2026-05-14T01:33:36,0,2,2,1,5,37408,5,True,1.336898395721925e-09,,,,,,2859.5170974731445,709.320296049118,0.00032329559326171875,0.04576230049133301,2.679741859436035,0.10087203979492188,0.030519485473632812,0,179.051211287541,114592.77522402625,,,,,,,,,,
2026-05-14T01:33:39,0,2,2,1,6,37408,6,True,1.6042780748663102e-09,,,,,,2864.880084991455,709.320296049118,0.0003216266632080078,0.045380353927612305,2.685579776763916,0.1014547348022461,0.03014969825744629,0,178.71603166997028,114378.26026878097,,,,,,,,,,
2026-05-14T01:33:42,0,2,2,1,7,37408,7,True,1.871657754010695e-09,,,,,,2864.157199859619,709.320296049118,0.000324249267578125,0.04563760757446289,2.68475079536438,0.10085320472717285,0.030588865280151367,0,178.76113784016277,114407.12821770417,,,,,,,,,,
2026-05-14T01:33:45,0,2,2,1,8,37408,8,True,2.1390374331550803e-09,,,,,,2868.877410888672,709.320296049118,0.0003445148468017578,0.04523134231567383,2.687605142593384,0.1017751693725586,0.03189420700073242,0,178.46701920992902,114218.89229435456,,,,,,,,,,
2026-05-14T01:33:48,0,2,2,1,9,37408,9,True,2.406417112299465e-09,,,,,,2869.903326034546,709.320296049118,0.0003478527069091797,0.05295443534851074,2.6768901348114014,0.10494256019592285,0.03269195556640625,0,178.40322193272266,114178.0620369425,,,,,,,,,,
2026-05-14T01:33:51,0,2,2,1,10,37408,10,True,2.67379679144385e-09,,,,,,2862.4026775360107,709.320296049118,0.00031375885009765625,0.04543805122375488,2.6795058250427246,0.1022496223449707,0.03268122673034668,0,178.87071026664057,114477.25457064997,,,,,,,,,,
2026-05-14T01:33:55,0,2,2,1,11,37408,11,True,2.941176470588235e-09,502.05731201171875,199.3792724609375,0.6897756457328796,300.1959228515625,1.7923462390899658,2865.0195598602295,709.320296049118,0.000339508056640625,0.04609370231628418,2.681623697280884,0.10214591026306152,0.03270888328552246,0,178.7073314169548,114372.69210685107,,472.9392903645833,439.8869934082031,548.2025756835938,2867.2845052083335,2899.01611328125,787.0913696289062,0.0,4285.6328125,2742804.75
2026-05-14T01:33:56,0,2,2,1,12,37408,12,True,3.2085561497326204e-09,,,,,,2876.4853477478027,709.320296049118,0.0003161430358886719,0.0559697151184082,0.6903996467590332,0.10086750984191895,0.03241920471191406,0,177.9949967069639,113916.79789245689,,,,,,,,,,
2026-05-14T01:33:59,0,2,2,1,13,37408,13,True,3.4759358288770053e-09,,,,,,2867.6016330718994,709.320296049118,0.0003151893615722656,0.04552125930786133,2.6859934329986572,0.10076594352722168,0.03291201591491699,0,178.54641805721226,114269.70755661586,,,,,,,,,,
2026-05-14T01:34:02,0,2,2,1,14,37408,14,True,3.74331550802139e-09,,,,,,2865.7476902008057,709.320296049118,0.00033473968505859375,0.04481101036071777,2.6830697059631348,0.10269856452941895,0.03261446952819824,0,178.6619253853865,114343.63224664735,,,,,,,,,,
2026-05-14T01:34:05,0,2,2,1,15,37408,15,True,4.010695187165775e-09,,,,,,2864.9301528930664,709.320296049118,0.00038313865661621094,0.055701255798339844,2.67026948928833,0.10232281684875488,0.03398323059082031,0,178.71290840475524,114376.26137904335,,,,,,,,,,
2026-05-14T01:34:08,0,2,2,1,16,37408,16,True,4.2780748663101606e-09,,,,,,2884.6566677093506,709.320296049118,0.00032639503479003906,0.04485583305358887,2.683220148086548,0.11967611312866211,0.03429985046386719,0,177.49079317871445,113594.10763437726,,,,,,,,,,
2026-05-14T01:34:11,0,2,2,1,17,37408,17,True,4.545454545454545e-09,,,,,,2862.452983856201,709.320296049118,0.0003917217254638672,0.04745364189147949,2.659620523452759,0.11925911903381348,0.032762765884399414,0,178.8675666945805,114475.24268453152,,,,,,,,,,
2026-05-14T01:34:13,0,2,2,1,18,37408,18,True,4.81283422459893e-09,,,,,,2868.992805480957,709.320296049118,0.000347137451171875,0.046102046966552734,2.6717047691345215,0.11216855049133301,0.03654813766479492,0,178.45984103615362,114214.29826313832,,,,,,,,,,
2026-05-14T01:34:16,0,2,2,1,19,37408,19,True,5.080213903743315e-09,,,,,,2876.50990486145,709.320296049118,0.0003383159637451172,0.04605388641357422,2.6742985248565674,0.12314558029174805,0.03067612648010254,0,177.99347714210668,113915.82537094828,,,,,,,,,,
2026-05-14T01:34:19,0,2,2,1,20,37408,20,True,5.3475935828877e-09,,,,,,2924.6859550476074,709.320296049118,0.00036597251892089844,0.04497170448303223,2.728980779647827,0.11742448806762695,0.030983686447143555,0,175.06153066326937,112039.3796244924,,,,,,,,,,
2026-05-14T01:34:24,0,2,2,1,21,37408,21,True,5.6149732620320855e-09,500.2007141113281,199.80001831054688,0.689561665058136,297.9344482421875,1.7766979932785034,2873.4664916992188,709.320296049118,0.00034546852111816406,0.04460597038269043,2.670722723007202,0.11969685554504395,0.03610587120056152,0,178.18199776439008,114036.47856920965,,476.839111328125,450.11090087890625,512.8115844726562,2866.0940755208335,2883.388427734375,787.0913696289062,0.0,4287.3818359375,2743924.5
2026-05-14T01:34:25,0,2,2,1,22,37408,22,True,5.88235294117647e-09,,,,,,2869.940996170044,709.320296049118,0.0003361701965332031,0.0508732795715332,0.6945364475250244,0.11988711357116699,0.030841588973999023,0,178.40088025616816,114176.56336394763,,,,,,,,,,
2026-05-14T01:34:29,0,2,2,1,23,37408,23,True,6.149732620320856e-09,,,,,,3597.2373485565186,709.320296049118,0.0003216266632080078,0.7520265579223633,2.6951379776000977,0.11738705635070801,0.030484676361083984,0,142.33144782772058,91092.12660974117,,,,,,,,,,
2026-05-14T01:34:32,0,2,2,1,24,37408,24,True,6.417112299465241e-09,,,,,,2869.154453277588,709.320296049118,0.00033020973205566406,0.04482555389404297,2.6715903282165527,0.11969804763793945,0.030684947967529297,0,178.44978663142905,114207.86344411458,,,,,,,,,,
